,n_days,start,end,ann_return,ann_volatility,sharpe,max_drawdown,hit_rate,skew
naive,3780,2010-01-04,2024-06-28,0.060172294204034804,0.046586270010584116,1.277689307058855,-0.08733943949091616,0.4902116402116402,0.01981136573880395
honest_gross,3780,2010-01-04,2024-06-28,0.05275390221464882,0.04710969624674401,1.1149264314265486,-0.08638456035812603,0.49444444444444446,0.02003102638881632
honest_net,3780,2010-01-04,2024-06-28,0.03597654824590135,0.04715347953362312,0.7731821306327408,-0.10272949988983315,0.48544973544973546,0.018969898337373704
